_raw_reagent_0_chemicals_0_inchikey,_raw_reagent_0_chemicals_1_inchikey,_raw_reagent_0_chemicals_2_inchikey,_raw_reagent_0_chemicals_3_inchikey,_raw_reagent_1_chemicals_0_inchikey,_raw_reagent_1_chemicals_1_inchikey,_raw_reagent_1_chemicals_2_inchikey,_raw_reagent_1_chemicals_3_inchikey,_raw_reagent_2_chemicals_0_inchikey,_raw_reagent_2_chemicals_1_inchikey,_raw_reagent_2_chemicals_2_inchikey,_raw_reagent_2_chemicals_3_inchikey,_raw_reagent_3_chemicals_0_inchikey,_raw_reagent_3_chemicals_1_inchikey,_raw_reagent_3_chemicals_2_inchikey,_raw_reagent_3_chemicals_3_inchikey,_raw_reagent_4_chemicals_0_inchikey,_raw_reagent_4_chemicals_1_inchikey,_raw_reagent_4_chemicals_2_inchikey,_raw_reagent_4_chemicals_3_inchikey,_raw_reagent_5_chemicals_0_inchikey,_raw_reagent_5_chemicals_1_inchikey,_raw_reagent_5_chemicals_2_inchikey,_raw_reagent_5_chemicals_3_inchikey,_raw_reagent_6_chemicals_0_inchikey,_raw_reagent_6_chemicals_1_inchikey,_raw_reagent_6_chemicals_2_inchikey,_raw_reagent_6_chemicals_3_inchikey,_raw_reagent_7_chemicals_0_inchikey,_raw_reagent_7_chemicals_1_inchikey,_raw_reagent_7_chemicals_2_inchikey,_raw_reagent_7_chemicals_3_inchikey,_raw_reagent_8_chemicals_0_inchikey,_raw_reagent_8_chemicals_1_inchikey,_raw_reagent_8_chemicals_2_inchikey,_raw_reagent_8_chemicals_3_inchikey,_raw_reagent_0_instructions_2_volume,_raw_reagent_0_instructions_2_volume_units,_raw_reagent_1_instructions_2_volume,_raw_reagent_1_instructions_2_volume_units,_raw_reagent_2_instructions_2_volume,_raw_reagent_2_instructions_2_volume_units,_raw_reagent_3_instructions_2_volume,_raw_reagent_3_instructions_2_volume_units,_raw_reagent_4_instructions_2_volume,_raw_reagent_4_instructions_2_volume_units,_raw_reagent_5_instructions_2_volume,_raw_reagent_5_instructions_2_volume_units,_raw_reagent_6_instructions_2_volume,_raw_reagent_6_instructions_2_volume_units,_raw_reagent_7_instructions_2_volume,_raw_reagent_7_instructions_2_volume_units,_raw_reagent_8_instructions_2_volume,_raw_reagent_8_instructions_2_volume_units,_raw_reagent_0_chemicals_0_actual_amount,_raw_reagent_0_chemicals_0_actual_amount_units,_raw_reagent_0_chemicals_1_actual_amount,_raw_reagent_0_chemicals_1_actual_amount_units,_raw_reagent_0_chemicals_2_actual_amount,_raw_reagent_0_chemicals_2_actual_amount_units,_raw_reagent_0_chemicals_3_actual_amount,_raw_reagent_0_chemicals_3_actual_amount_units,_raw_reagent_1_chemicals_0_actual_amount,_raw_reagent_1_chemicals_0_actual_amount_units,_raw_reagent_1_chemicals_1_actual_amount,_raw_reagent_1_chemicals_1_actual_amount_units,_raw_reagent_1_chemicals_2_actual_amount,_raw_reagent_1_chemicals_2_actual_amount_units,_raw_reagent_1_chemicals_3_actual_amount,_raw_reagent_1_chemicals_3_actual_amount_units,_raw_reagent_2_chemicals_0_actual_amount,_raw_reagent_2_chemicals_0_actual_amount_units,_raw_reagent_2_chemicals_1_actual_amount,_raw_reagent_2_chemicals_1_actual_amount_units,_raw_reagent_2_chemicals_2_actual_amount,_raw_reagent_2_chemicals_2_actual_amount_units,_raw_reagent_2_chemicals_3_actual_amount,_raw_reagent_2_chemicals_3_actual_amount_units,_raw_reagent_3_chemicals_0_actual_amount,_raw_reagent_3_chemicals_0_actual_amount_units,_raw_reagent_3_chemicals_1_actual_amount,_raw_reagent_3_chemicals_1_actual_amount_units,_raw_reagent_3_chemicals_2_actual_amount,_raw_reagent_3_chemicals_2_actual_amount_units,_raw_reagent_3_chemicals_3_actual_amount,_raw_reagent_3_chemicals_3_actual_amount_units,_raw_reagent_4_chemicals_0_actual_amount,_raw_reagent_4_chemicals_0_actual_amount_units,_raw_reagent_4_chemicals_1_actual_amount,_raw_reagent_4_chemicals_1_actual_amount_units,_raw_reagent_4_chemicals_2_actual_amount,_raw_reagent_4_chemicals_2_actual_amount_units,_raw_reagent_4_chemicals_3_actual_amount,_raw_reagent_4_chemicals_3_actual_amount_units,_raw_reagent_5_chemicals_0_actual_amount,_raw_reagent_5_chemicals_0_actual_amount_units,_raw_reagent_5_chemicals_1_actual_amount,_raw_reagent_5_chemicals_1_actual_amount_units,_raw_reagent_5_chemicals_2_actual_amount,_raw_reagent_5_chemicals_2_actual_amount_units,_raw_reagent_5_chemicals_3_actual_amount,_raw_reagent_5_chemicals_3_actual_amount_units,_raw_reagent_6_chemicals_0_actual_amount,_raw_reagent_6_chemicals_0_actual_amount_units,_raw_reagent_6_chemicals_1_actual_amount,_raw_reagent_6_chemicals_1_actual_amount_units,_raw_reagent_6_chemicals_2_actual_amount,_raw_reagent_6_chemicals_2_actual_amount_units,_raw_reagent_6_chemicals_3_actual_amount,_raw_reagent_6_chemicals_3_actual_amount_units,_raw_reagent_7_chemicals_0_actual_amount,_raw_reagent_7_chemicals_0_actual_amount_units,_raw_reagent_7_chemicals_1_actual_amount,_raw_reagent_7_chemicals_1_actual_amount_units,_raw_reagent_7_chemicals_2_actual_amount,_raw_reagent_7_chemicals_2_actual_amount_units,_raw_reagent_7_chemicals_3_actual_amount,_raw_reagent_7_chemicals_3_actual_amount_units,_raw_reagent_8_chemicals_0_actual_amount,_raw_reagent_8_chemicals_0_actual_amount_units,_raw_reagent_8_chemicals_1_actual_amount,_raw_reagent_8_chemicals_1_actual_amount_units,_raw_reagent_8_chemicals_2_actual_amount,_raw_reagent_8_chemicals_2_actual_amount_units,_raw_reagent_8_chemicals_3_actual_amount,_raw_reagent_8_chemicals_3_actual_amount_units,name
ZMXDDKWLCZADIW-UHFFFAOYSA-N,,,,RQQRAHKHDFPBMC-UHFFFAOYSA-L,JMXLWMIFDJCGBV-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N,,JMXLWMIFDJCGBV-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N,,,,,,,,,,,,,,,BDAGIHXWWSANSR-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51,milliliter,,,,,,,12.73,gram,4.78,gram,10.43,milliliter,,,7.14,gram,14.43,milliliter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87,milliliter,,,,,,,,,,,,,,,,,,,,,,,active_learning_HC_1
