name,_stoich_mmol_acid,_stoich_mmol_org,_stoich_mmol_inorg,_stoich_mmol_solv
0,7.421247012817728,0.5081718629083151,0.0,2.2839302134557147
1,7.421247012817728,0.47802846259864396,0.0859107164937375,2.2339471202284695
2,7.421247012817728,0.47943739845232075,0.06872857319499,2.2490083703123447
3,7.421247012817728,0.48084633430599755,0.051546429896242495,2.2640696203962203
4,7.421247012817728,0.4822552701596744,0.034364286597495,2.279130870480096
5,7.421247012817728,0.4836642060133512,0.0171821432987475,2.2941921205639715
6,7.421247012817728,0.485073141867028,0.0,2.3092533706478466
7,7.421247012817728,0.44557519018484415,0.171821432987475,2.1864963427204374
8,7.421247012817728,0.4469841260385209,0.15463928968872748,2.201557592804313
9,7.421247012817728,0.44839306189219774,0.13745714638998,2.2166188428881886
10,7.421247012817728,0.44980199774587454,0.1202750030912325,2.2316800929720637
11,7.421247012817728,0.45121093359955133,0.10309285979248499,2.2467413430559393
12,7.421247012817728,0.4549297415573569,0.0859107164937375,2.259270277420602
13,7.421247012817728,0.45633867741103373,0.06872857319499,2.2743315275044775
14,7.421247012817728,0.4577476132647105,0.051546429896242495,2.2893927775883527
15,7.421247012817728,0.4591565491183873,0.034364286597495,2.3044540276722283
16,7.421247012817728,0.4605654849720641,0.0171821432987475,2.3195152777561034
17,7.421247012817728,0.461974420825741,0.0,2.334576527839979
18,7.421247012817728,0.41543178987517304,0.2577321494812125,2.136513249493192
19,7.421247012817728,0.41684072572884984,0.240550006182465,2.151574499577068
20,7.421247012817728,0.41824966158252663,0.2233678628837175,2.1666357496609434
21,7.421247012817728,0.41965859743620343,0.20618571958496998,2.181696999744819
22,7.421247012817728,0.4210675332898802,0.1890035762862225,2.196758249828694
23,7.421247012817728,0.4224764691435571,0.171821432987475,2.2118194999125698
24,7.421247012817728,0.42388540499723387,0.15463928968872748,2.2268807499964454
25,7.421247012817728,0.42529434085091067,0.13745714638998,2.2419420000803205
26,7.421247012817728,0.4267032767045876,0.1202750030912325,2.257003250164196
27,7.421247012817728,0.42811221255826426,0.10309285979248499,2.2720645002480717
28,7.421247012817728,0.43183102051606986,0.0859107164937375,2.284593434612734
29,7.421247012817728,0.43323995636974666,0.06872857319499,2.2996546846966095
30,7.421247012817728,0.4346488922234235,0.051546429896242495,2.314715934780485
31,7.421247012817728,0.43605782807710025,0.034364286597495,2.3297771848643603
32,7.421247012817728,0.43746676393077705,0.0171821432987475,2.344838434948236
33,7.421247012817728,0.4388756997844539,0.0,2.3598996850321114
34,7.421247012817728,0.38297851746137324,0.34364286597495,2.0890624719851605
35,7.421247012817728,0.38438745331505003,0.32646072267620246,2.104123722069036
36,7.421247012817728,0.38579638916872677,0.30927857937745495,2.1191849721529112
37,7.421247012817728,0.3895151971265324,0.2920964360787075,2.131713906517574
38,7.421247012817728,0.3909241329802091,0.27491429277996,2.146775156601449
39,7.421247012817728,0.39233306883388597,0.2577321494812125,2.1618364066853246
40,7.421247012817728,0.3937420046875628,0.240550006182465,2.1768976567692
41,7.421247012817728,0.39515094054123956,0.2233678628837175,2.1919589068530754
42,7.421247012817728,0.3965598763949164,0.20618571958496998,2.2070201569369514
43,7.421247012817728,0.39796881224859315,0.1890035762862225,2.2220814070208266
44,7.421247012817728,0.39937774810227,0.171821432987475,2.237142657104702
45,7.421247012817728,0.4007866839559468,0.15463928968872748,2.2522039071885773
46,7.421247012817728,0.4021956198096237,0.13745714638998,2.2672651572724534
47,7.421247012817728,0.4036045556633005,0.1202750030912325,2.2823264073563285
48,7.421247012817728,0.4050134915169773,0.10309285979248499,2.297387657440204
